"Data from Brooks, J. R., et al. (2014). ""Stable Isotope estimates of lake water evaporation:inflow and residence time for lakes across the United States as a tool for national lake water quality assessments."" Limnology and Oceanography 59(6): 2150-2165.",,,,,,,,,,,
SITE_ID,VISIT_NO,DATE_COL,E_I,RT,LON_DD,LAT_DD,LAKEAREA (km2),DEPTHMAX (m),Lake_Vol (m3),ELEV_PT (m),BASINAREA_KM2
NLA06608-0358,1,7/17/2007,0.016,0.03,-71.13479653,44.84025867,0.131074368,2.4,103265.2512,444.3,5.29
NLA06608-0359,1,7/10/2007,0.089,0.19,-96.62636247,45.40860134,48.21588411,3.9,61590269.01,294.63,2844.92
NLA06608-0361,1,7/15/2007,0.113,0.25,-81.04741516,35.02063348,45.28488176,9.4,85843652.32,161.62,7818.13
NLA06608-0363,1,7/21/2007,0.029,0.17,-85.33088977,41.93460679,2.945937826,13,11345484.22,258.64,375.43
NLA06608-0366,1,7/31/2007,0.06,0.6,-95.26723865,46.94267011,2.091807756,18,11368789.48,447.74,85.47
NLA06608-0367,1,8/23/2007,0.086,0.23,-81.22089462,41.36496934,5.683463456,6.4,9296778.414,337,93.75
NLA06608-0369,1,7/26/2007,0.047,2.31,-72.31186438,44.58635561,3.066713126,43.6,52485420.66,426.96,18.03
NLA06608-0372,1,8/3/2007,0.228,1.48,-105.0515471,38.4638561,0.379569552,13.7,1623097.673,1672,22.05
NLA06608-0373,1,7/12/2007,0.432,9.34,-117.1853787,34.25648145,3.023385348,46.5,39670491.12,1559.92,17.21
NLA06608-0376,1,8/22/2007,0.205,0.75,-96.12859695,36.30884018,42.2397665,17,134556232,217.74,911.82
NLA06608-0377,1,7/12/2007,0.133,0.66,-76.77414252,40.86340465,0.054598234,2.1,41076.32778,135.37,0.07
NLA06608-0378,1,6/26/2007,0.096,0.88,-112.4475051,47.55716773,5.322075413,15.9,25943503.42,1264,278.08
NLA06608-0384,1,6/28/2007,0.477,1.39,-103.1433201,48.71606442,0.707246176,1.5,379027.8661,672.26,0.71
NLA06608-0385,1,7/6/2007,1.103,2.03,-112.8672712,48.24355,0.398408993,2.2,337436.5078,1469.29,23.03
NLA06608-0386,1,8/7/2007,0.064,0.51,-78.46066192,40.49157546,0.315466014,12.8,1500656.764,409.84,32.58
NLA06608-0388,1,8/16/2007,0.2,1.48,-83.70494798,36.68164988,0.905569211,21.4,4780962.204,390.75,11.81
NLA06608-0393,1,7/23/2007,0.033,0.3,-120.5721188,37.89444471,4.013816881,42.5,30766215.65,155.75,2539.36
NLA06608-0395,1,6/27/2007,0.049,0.22,-86.48006432,33.09780391,47.68351596,12.6,191230466.2,117.88,23343.85
NLA06608-0399,1,7/16/2007,0.17,0.28,-83.99670111,42.42304224,0.187308107,3.5,190718.5034,268.4,190.98
NLA06608-0401,1,8/27/2007,0.008,1.74,-68.23140034,47.17784258,26.77177683,50,390531985.8,177.26,224.08
NLA06608-0402,1,6/26/2007,0.225,0.29,-124.0780934,42.88974892,0.074511504,2.3,58372.84143,85.81,0.64
NLA06608-0403,1,8/6/2007,0.286,5.37,-94.56183848,47.39595432,66.05134097,34.1,666667183.6,396.79,2730.42
NLA06608-0405,1,8/30/2007,0.098,0.25,-75.87948445,41.97137282,0.126194284,4,174762.9381,408.87,3.55
NLA06608-0406,1,8/21/2007,0.164,0.26,-121.7044304,45.18038118,1.418718591,2.5,1002366.347,1072.83,22.70
NLA06608-0407,1,7/23/2007,0.583,1.33,-97.75438416,45.09335555,0.274683107,3.5,377391.625,535.5,0.97
NLA06608-0408,1,6/20/2007,0.111,0.35,-97.28183273,34.36882178,0.8285156,9.8,2351059.644,319.4,33.17
NLA06608-0413,1,6/27/2007,0.176,0.19,-77.7454141,36.56057181,0.085576719,3,74742.92453,65.65,6.94
NLA06608-0414,1,7/31/2007,0.639,0.47,-91.61045649,46.13180055,0.195756811,1,77502.06897,368.16,4.25
NLA06608-0418,1,7/19/2007,0.223,0.39,-71.9999278,42.76982559,0.51280776,2.6,484920.8203,365.37,2.21
NLA06608-0421,1,6/28/2007,0.017,0.05,-73.76674325,43.09504296,0.258657092,5.8,426312.1664,86.43,12.50
NLA06608-0425,1,8/1/2007,0.111,0.27,-111.8406157,38.60231182,1.443154395,3.2,1677807.949,2132,174.63
NLA06608-0426,1,9/17/2007,0.384,1.86,-85.07388127,43.8382238,1.599850198,7.7,4306873.064,319.89,7.09
NLA06608-0432,1,7/16/2007,0.095,0.18,-90.07170002,34.72092203,39.0784138,5.5,63530542.61,65.5,2570.76
NLA06608-0433,1,8/9/2007,0,1.22,-73.29262702,44.52251138,1073.599005,97,21764322458,28.84,18844.18
NLA06608-0435,1,7/23/2007,0.307,1.03,-90.69813817,45.16826567,3.686973816,5.2,6847183.564,383.09,45.74
NLA06608-0436,1,9/5/2007,0.057,0.13,-92.9382529,34.45197764,5.001143836,8.2,9821138.256,91.08,4000.76
NLA06608-0439,1,6/27/2007,0.68,0.38,-99.23111059,45.6434979,0.174838959,0.9,57957.74648,594.19,9.00
NLA06608-0440,1,8/8/2007,0.114,0.35,-97.34810228,36.23894258,1.796547197,9,4935772.405,329.73,41.47
NLA06608-0442,1,8/14/2007,0.979,1.15,-101.9047579,48.28610194,0.301718505,2.2,192521.1816,659.73,31.36
NLA06608-0444,1,7/12/2007,0.429,0,-89.91161609,34.16578918,0.043988991,,0,92.35,0.66
NLA06608-0445,1,6/28/2007,0.027,0.09,-81.01548859,40.04075657,0.430430732,8.4,916599.3556,322.66,12.38
NLA06608-0447,1,8/25/2007,0.191,0.92,-82.87603537,38.47961378,0.704560861,14.8,2358347.2,182.27,14.16
NLA06608-0449,1,7/26/2007,0.089,0.3,-117.6915241,48.13580369,0.48192434,5.8,924347.7875,619.91,38.25
NLA06608-0452,1,6/15/2007,0.398,1.31,-105.0360311,39.80684554,0.053910156,7.2,117193.395,1590.47,1.70
NLA06608-0453,1,7/31/2007,0.505,0.68,-81.77025392,28.57332363,7.430730589,3.9,11037282.07,28.99,30.36
NLA06608-0454,1,7/25/2007,0.137,0.14,-71.19898937,41.97098891,2.024298506,2.2,1333810.216,30.85,49.99
NLA06608-0456,1,8/9/2007,0.064,0.21,-96.47583806,33.06325702,92.88403959,12.7,303127893.2,143.86,1989.65
NLA06608-0458,1,7/25/2007,0.413,0.54,-83.54189637,31.16378198,1.280576834,3.7,1608895.491,57.42,1470.02
NLA06608-0459,1,7/16/2007,0.207,0.65,-86.84234494,34.2269109,0.729504041,9.6,1839671.438,247.04,12.03
NLA06608-0462,1,8/20/2007,0.462,4.11,-89.29397704,46.19906329,1.497868259,13,6795130.62,522.69,19.67
NLA06608-0463,1,8/19/2007,0.209,0.59,-83.52098213,42.21176414,2.727513592,5.8,4742058.082,198.31,2117.27
NLA06608-0467,1,7/9/2007,0.095,1.29,-89.36445641,43.54592149,1.835188922,24.5,15126145.75,237.25,168.95
NLA06608-0468,1,8/1/2007,0.023,0.37,-106.6003635,39.43240936,0.067801728,13.9,338459.6436,3068.4,13.30
NLA06608-0469,1,8/29/2007,0.069,0.55,-75.33783928,41.90973411,0.127123197,11.5,556517.2363,413.35,5.49
NLA06608-0470,1,7/24/2007,0.108,0.85,-71.2654292,43.62308804,1.328445725,11.4,5862121.792,155.18,7.90
NLA06608-0471,1,6/25/2007,0.399,1.64,-97.2623188,45.44015743,8.571952963,7.6,20829564.56,564.78,107.09
NLA06608-0472,1,7/16/2007,0.058,0.13,-96.23835676,34.57061143,1.589734793,8,3120122.815,186,36.30
NLA06608-0473,1,6/19/2007,0.059,0.29,-80.20338458,35.51629478,9.090342354,15.3,36496697.66,170.71,10612.71
NLA06608-0479,1,8/16/2007,0.345,1.03,-83.00425479,39.92061781,0.182754599,5.5,378900.1222,209.24,12.02
NLA06608-0480,1,8/24/2007,0.214,1.27,-90.54213897,37.99433764,0.162435341,15.9,702424.1798,239.95,4.97
NLA06608-0483,1,7/11/2007,0.224,1.35,-101.1563449,29.49147018,141.3001792,41.6,933538563.9,336.66,385300.39
NLA06608-0484,1,7/12/2007,0.228,0.13,-88.48981792,36.3106781,0.373149849,1.2,164383.2422,125.56,20.75
NLA06608-0488,1,7/19/2007,0.031,0.02,-95.98672528,37.19249014,0.134819563,3.6,84793.05634,252.08,27.05
NLA06608-0489,1,7/10/2007,0.179,0.19,-78.00762524,38.49363215,0.216274186,2.5,168840.7119,115.8,11.35
NLA06608-0491,1,7/17/2007,0.22,0.16,-85.734175,41.41314405,0.531359245,1.3,246795.1595,261.61,92.85
NLA06608-0493,1,7/11/2007,0.054,0.33,-77.64555522,38.77124892,2.889176192,15.1,13144202.43,86.34,193.23
NLA06608-0494,1,7/11/2007,0.279,4.15,-94.53354023,46.82219046,6.310209246,23.5,51606611.22,403.19,115.01
NLA06608-0495,1,9/5/2007,0.045,1.21,-107.4380582,38.44681794,3.679212786,44.5,46687251.29,2185.23,9427.37
NLA06608-0496,1,6/23/2007,0.643,0.69,-108.0524686,48.75171319,0.124412271,1.9,73913.87793,888.42,4.65
NLA06608-0497,1,8/17/2007,0.093,4.42,-111.8159376,42.10765269,0.342264253,9.6,1137398.128,1485,0.69
NLA06608-0498,1,7/31/2007,0.032,0.1,-71.95133091,41.95095517,0.367322381,5.5,704793.9511,86.77,78.50
NLA06608-0500,1,9/14/2007,0.074,0.46,-94.21467091,34.21452974,3.922005889,22,21139422.47,153.59,707.33
NLA06608-0501,1,7/24/2007,0.113,0.63,-122.6247455,37.94635193,0.996608727,16.3,3925188.927,198.57,19.39
NLA06608-0502,1,8/18/2007,0.315,1.65,-83.7469401,42.82731383,0.303353365,10.7,976602.2696,263.7,4.24
NLA06608-0503,1,8/1/2007,0.655,0.77,-97.0587349,43.57477426,0.207697309,2,154044.6155,485.13,0.87
NLA06608-0508,1,7/10/2007,0.517,0.12,-90.54209875,33.85862113,0.153734775,0.5,28485.37877,38.92,0.21
NLA06608-0509,1,6/20/2007,0.006,0.1,-79.56745425,40.46163354,4.121244393,13.4,12512257.33,318.34,110.40
NLA06608-0510,1,6/27/2007,0.489,1.1,-98.8914836,48.24775379,1.809745987,4.1,2264774.069,443.79,12.44
NLA06608-0511,1,9/6/2007,0.039,0.47,-107.5377617,38.22555093,0.755478641,16,3535560.582,2719,153.19
NLA06608-0512,1,8/13/2007,0.746,1.4,-100.3053493,48.92434782,0.351130026,3,329677.3571,674.31,5.80
NLA06608-0514,1,7/24/2007,0.023,0.22,-78.11907346,40.35740927,33.47380555,28,200980326.5,239.41,2481.35
NLA06608-0515,1,6/28/2007,0.623,1.25,-98.94484753,46.02793009,0.692715186,3.7,809707.6464,633.4,4.47
NLA06608-0523,1,7/16/2007,0.426,1.05,-96.95103624,43.92368969,4.116060301,4.1,6304276.698,485.78,333.09
NLA06608-0526,1,7/18/2007,0.215,1.54,-91.39296143,47.94850085,0.240490276,5.5,865870.0919,460.42,1.66
NLA06608-0528,1,6/28/2007,0.379,2.71,-99.85563998,40.69518018,8.782474956,10.7,35112452.49,796.39,16.17
NLA06608-0529,1,9/4/2007,0.217,0.64,-119.3639845,47.18441442,26.06638733,8.5,50347156.15,320.11,5400.30
NLA06608-0530,1,8/7/2007,0.416,0.28,-81.41308684,31.05988383,0.097412015,2.4,66306.86318,0.71,2.25
NLA06608-0531,1,7/11/2007,0.641,0.58,-99.16791062,46.03407357,0.138801609,1.8,72840.9474,588.11,188.20
NLA06608-0533,1,7/18/2007,0.029,0.1,-78.29237084,42.25218027,1.68057458,6.9,2958156.922,470.53,65.62
NLA06608-0537,1,6/6/2007,0.08,0.27,-81.05483233,37.69558878,0.358693406,7.5,738678.252,815.49,67.36
NLA06608-0540,1,8/27/2007,0.565,0.41,-99.37115228,35.17104325,0.100905328,2,64205.71686,519.11,9.13
NLA06608-0541,1,7/12/2007,0.173,0.53,-77.33745683,38.96504347,0.101117519,7.1,227657.4155,97.61,2.35
NLA06608-0542,1,8/30/2007,0.829,0.67,-88.36579346,45.78575069,0.046123777,1.3,19168.66782,405.01,0.15
NLA06608-0546,1,7/18/2007,0.053,0.05,-71.47978934,42.35496664,0.065793663,2.8,41670.46338,63.79,6.28
NLA06608-0547,1,7/31/2007,0.159,0.51,-89.83486415,44.20672826,1.23811974,5.7,2369342.427,289.18,301.15
NLA06608-0550,1,8/1/2007,0.024,0.19,-71.96791311,43.9575273,0.615957738,7.9,1465533.704,409.24,6.83
NLA06608-0551,1,8/20/2007,0.141,1.05,-94.16801923,45.10823473,2.196509157,13.5,10032140.01,294.56,114.44
NLA06608-0555,1,7/23/2007,0.17,0.97,-85.00769013,41.72092858,0.117962532,10.7,413675.8034,292.84,0.91
NLA06608-0558,1,8/9/2007,0.736,1.77,-96.21518776,46.76330385,0.14035017,3.7,193361.1798,402.97,2.24
NLA06608-0560,1,9/12/2007,0.589,3.01,-101.6607655,35.61858883,65.59392801,13.8,271127004.4,894.9,51513.02
NLA06608-0561,1,8/9/2007,0.047,1.49,-116.0893222,44.9484358,20.18422831,52.5,265927089.6,1520,374.71
NLA06608-0562,1,7/13/2007,0.072,0.27,-71.61087837,41.68686806,1.572914486,10,3770098.326,75.34,148.93
NLA06608-0564,1,8/22/2007,0.049,0.5,-105.9168212,35.97472589,0.407999372,19.3,2516696.62,1915.69,254.63
NLA06608-0565,1,7/19/2007,0.113,0.21,-121.9668773,37.24525923,0.193007469,3.9,257656.9658,92.14,114.45
NLA06608-0569,1,8/7/2007,0.458,0.19,-112.4389242,34.60517537,1.191797911,1,328248.0631,1567,64.63
NLA06608-0570,1,7/27/2007,0.142,1.86,-109.2242066,45.44213549,2.969416249,19.8,22159505.5,1294,519.14
NLA06608-0579,1,8/19/2007,0.64,0.4,-99.7794296,46.82469712,3.142066556,1.4,1164836.955,525.31,1047.46
NLA06608-0580,1,8/7/2007,0.087,1,-82.39104876,37.17718851,4.763427424,39,37682630.76,425.05,571.99
NLA06608-0581,1,7/3/2007,0.12,0.91,-114.3827885,43.25263859,15.607504,15.2,63475833.48,1462,3901.16
NLA06608-0582,1,7/19/2007,0.018,0.04,-72.52468392,41.80079367,0.211105314,4.6,308282.9515,43.88,137.74
NLA06608-0583,1,6/26/2007,0.743,0.18,-91.54690118,31.20627441,0.244058727,0.9,57418.56914,13.71,0.86
NLA06608-0585,1,6/15/2007,0.114,2,-118.7255216,39.48658532,1.641223762,1,545077.3438,1202.02,4.47
NLA06608-0587,1,7/9/2007,0.26,0.99,-86.59115603,41.2184867,5.540614131,7.9,13562226.27,218.23,12.12
NLA06608-0588,1,7/13/2007,0.382,0.46,-97.37482305,39.3320249,0.102348453,3.1,95267.35133,415.33,1.34
NLA06608-0590,1,8/7/2007,0.213,0.44,-89.91696268,45.9076374,0.368696839,3.2,387752.3879,476.12,4.94
NLA06608-0591,1,8/21/2007,0.093,0.45,-84.64323654,34.13761156,36.39297646,17.7,142884192.3,256.03,2899.00
NLA06608-0593,1,7/10/2007,0.087,1.37,-122.3277089,48.70867836,0.103147268,26.5,899737.0354,104.79,0.72
NLA06608-0594,1,8/9/2007,0.243,0.14,-82.0648507,32.37834158,0.060287358,1.8,34382.98389,53.06,9.50
NLA06608-0595,1,6/12/2007,0.59,0.89,-99.76603988,45.81215092,0.610733545,2.4,547849.7514,541.69,45.63
NLA06608-0596,1,7/30/2007,0.029,0.94,-106.3650807,39.07986361,2.232825986,29,26259660.79,2802,248.01
NLA06608-0597,1,7/9/2007,0.172,3.44,-116.6654946,43.54705816,35.71159207,8.9,99521428.7,767,149.30
NLA06608-0599,1,7/19/2007,0.062,0.13,-96.59781441,30.29008869,46.82509549,8,102625270.8,72.58,2609.64
NLA06608-0606,1,8/8/2007,0.432,2.04,-90.50816425,45.97262852,0.621090133,7.3,1544134.817,454.76,3.98
NLA06608-0608,1,9/18/2007,0.301,0.27,-89.26975098,36.59009304,0.308371769,2.3,226807.8347,86.5,2.48
NLA06608-0609,1,7/25/2007,0.405,0.59,-82.27729181,28.06126866,3.394373012,3.9,5402703.924,34.62,142.63
NLA06608-0610,1,8/2/2007,0.13,0.35,-71.3703595,42.69132092,0.663504804,6.5,1080342.381,45.85,4.42
NLA06608-0611,1,7/2/2007,0.201,1.15,-89.25185174,42.9654707,12.93360422,9,45596929.53,258.46,832.01
NLA06608-0614,1,6/27/2007,0.078,0.62,-123.2686178,43.37864455,0.526616225,16,2633539.663,207.02,11.73
NLA06608-0616,1,7/25/2007,0.186,0.23,-98.88888117,36.72480919,0.101555154,2.9,106235.6167,474.49,5.24
NLA06608-0617,1,6/19/2007,0.281,0.53,-111.4965509,35.06360996,3.485464856,4.1,3316537.026,2077,135.23
NLA06608-0618,1,7/24/2007,0.139,0.19,-86.43728338,31.44842292,7.447103782,5.8,9193324.014,60.03,1667.53
NLA06608-0619,1,7/18/2007,0.041,0.22,-85.4673404,42.32382664,0.595945523,11.1,2024364.635,253.46,18.59
NLA06608-0622,1,7/24/2007,0.238,1.59,-95.33234259,45.88174092,1.687394891,14.1,6627382.07,413.74,59.70
NLA06608-0623,1,6/20/2007,0.053,0.09,-81.31730025,41.06227132,0.828369446,4.5,931630.9262,328.39,12.28
NLA06608-0624,1,6/5/2007,0.077,0.35,-89.02743535,39.37683345,0.318215256,10.7,1043810.08,195.91,17.06
NLA06608-0625,1,9/19/2007,0.086,0.8,-118.185992,44.9542938,0.067956379,12.9,265356.3159,2257.2,1.11
NLA06608-0627,1,7/19/2007,0.612,2.19,-88.48011849,44.88675167,0.834866374,6.7,1714743.525,256.59,4.75
NLA06608-0628,1,6/25/2007,0.435,1.19,-105.1444706,35.75956138,3.258986282,4.3,4889051.439,2059.13,20.67
NLA06608-0630,1,7/30/2007,0.515,0.85,-87.77935818,46.30058363,0.2065458,2.5,174349.2188,424.93,1.11
NLA06608-0632,1,6/12/2007,0.68,2.25,-94.63514177,38.35723526,0.758120098,8,1983051.609,256.18,152.06
NLA06608-0634,1,8/22/2007,0.726,0.95,-101.229344,47.92494929,0.1278636,2.1,92552.17229,663.58,7.30
NLA06608-0635,1,8/22/2007,0.089,0.7,-105.1268527,40.33649731,1.898167021,6.7,4062839.204,1562.41,13.82
NLA06608-0637,1,8/6/2007,0.099,1.4,-111.0580729,40.13391202,53.76669903,23,318463969.4,2304,551.60
NLA06608-0641,1,7/25/2007,0.043,0.34,-117.6640499,48.41877337,0.270004344,4.8,402329.1814,713.93,2.34
NLA06608-0648,1,8/1/2007,0.824,0.67,-99.24832126,42.26770086,0.102933091,1.4,54668.58325,730.78,2.88
NLA06608-0649,1,9/19/2007,0.089,0.4,-119.9997761,38.47603543,0.700184268,6.5,1361704.052,2227.25,13.05
NLA06608-0650,1,7/25/2007,0.142,0.67,-111.3963618,44.64209925,24.5915098,5.6,48012868.91,1973,261.39
NLA06608-0651,1,7/17/2007,0.231,0.68,-86.64445451,33.46835151,3.941979323,9.1,10039901.16,167.65,109.22
NLA06608-0654,1,8/14/2007,0.764,0.91,-89.35046545,45.98738228,0.218964382,1.8,132284.1827,501.71,5.08
NLA06608-0657,1,9/13/2007,0.173,0.27,-69.00206052,46.16790978,0.472753314,2.4,357940.7186,271.91,7.91
NLA06608-0658,1,7/26/2007,0.173,1.99,-124.0796101,44.02383508,0.605596474,22,4052244.614,30.36,2.55
NLA06608-0659,1,6/26/2007,0.126,0.49,-98.0662251,48.18807378,0.372637069,6.2,779590.6479,455.1,175.08
NLA06608-0660,1,7/12/2007,0.211,0.81,-86.21162845,39.71571919,0.189601869,8.5,502858.9257,211.85,4.85
NLA06608-0661,1,8/8/2007,0.079,0.17,-75.70704866,41.55549527,0.712545446,5.4,909878.2798,299.09,119.83
NLA06608-0662,1,8/7/2007,0.084,0.24,-71.35188791,45.0802966,1.408573466,3.5,1769410.346,479.96,5.92
NLA06608-0663,1,8/8/2007,0.589,0.39,-97.43982726,44.92721305,0.700770643,1,276580.0832,527.91,12.61
NLA06608-0665,1,6/27/2007,0.084,0.08,-79.20867259,35.05246497,0.597173331,3.4,457025.7286,71.99,33.83
NLA06608-0671,1,8/16/2007,0.182,0.82,-110.3847622,40.68974933,0.058322666,4.3,80763.9259,3297.74,4.55
NLA06608-0672,1,7/26/2007,0.286,0.2,-90.09502746,38.70179794,8.076806613,1.8,4463085.41,121.74,48.35
NLA06608-0674,1,7/26/2007,0.128,0.2,-72.95778821,42.54198776,0.25551222,2.7,205600.0437,515.86,1.63
NLA06608-0677,1,7/17/2007,0.602,1.05,-118.446839,42.77239407,0.89836885,3.2,944712.452,1272.22,56.45
NLA06608-0678,1,8/7/2007,0.044,0.09,-121.7804825,43.96358712,1.021565812,3.1,945149.4023,1514.87,137.49
NLA06608-0679,1,6/27/2007,0.569,1.25,-93.24237251,44.90724118,0.80671611,4,1142044.711,248.15,11.29
NLA06608-0681,1,6/14/2007,0.104,0.15,-80.61407853,38.82349927,3.343315616,4.7,3288063.27,238.52,415.04
NLA06608-0686,1,7/11/2007,0.62,0.39,-95.68760607,45.99294588,0.152657313,1.1,56436.29536,405.58,22.32
NLA06608-0687,1,8/14/2007,0.043,0.53,-108.0510627,38.99691941,0.149847906,13.5,650644.8887,3070.94,5.61
NLA06608-0690,1,7/3/2007,0.049,0.12,-71.5975535,41.98943091,0.243418065,4.3,353300.8355,75.77,224.08
NLA06608-0692,1,7/10/2007,0.123,0.26,-99.05552208,40.67141407,0.087401251,6.7,126373.0901,648.47,0.88
NLA06608-0693,1,7/25/2007,0.034,0.06,-119.5155897,37.14727752,0.697719216,5,929183.8689,300.34,3784.56
NLA06608-0696,1,7/16/2007,0.149,0.15,-97.4757382,34.94582155,0.121611937,4,107883.457,307.94,6.88
NLA06608-0707,1,7/12/2007,0.865,0.51,-99.41665043,46.89269882,0.43218989,3.5,144034.6045,527.1,51.18
NLA06608-0709,1,9/18/2007,0.962,0.73,-81.68245579,28.86654374,0.395189832,2.1,318927.7513,18.92,60.26
NLA06608-0710,1,7/24/2007,0.121,0.42,-70.65792119,41.76026908,0.152457645,4.9,331175.1831,1.75,2.18
NLA06608-0711,1,9/10/2007,0.124,0.27,-93.11140261,30.75107327,6.24012216,6.5,13424863.79,27.67,546.33
NLA06608-0712,1,7/24/2007,0.101,0.15,-97.62566712,32.02985585,0.100550252,4.5,145603.621,234.15,5.15
NLA06608-0713,1,9/12/2007,0.176,1.24,-120.0976296,39.40384918,3.858954529,11,13045753.88,1709.58,426.66
NLA06608-0715,1,7/6/2007,0.026,0.72,-105.3784913,40.21848571,0.793960814,46,10674224.56,1951.04,263.31
NLA06608-0717,1,6/14/2007,0.056,0.06,-75.53217241,39.17533903,0.691143701,2.5,576889.7599,4.07,80.09
NLA06608-0718,1,7/18/2007,0.6,0.49,-103.2176549,46.47746767,0.64373918,1.3,299007.3219,846.96,1.67
NLA06608-0720,1,6/26/2007,0.304,0.95,-99.96360846,39.78368053,8.37628848,7.5,18567822.86,702.53,1793.25
NLA06608-0721,1,7/5/2007,0.119,0.37,-122.4056376,46.49728658,0.840328116,4.6,1529894.79,238.87,6.84
NLA06608-0723,1,8/18/2007,0.695,0.81,-102.0383947,42.92255989,0.591068355,1.8,416889.8808,1057.7,71.53
NLA06608-0724,1,8/13/2007,0.257,0.67,-85.98220181,39.18947102,0.500729451,7.3,902225.1645,207.12,1.79
NLA06608-0726,1,8/14/2007,0.018,0.07,-71.09335145,43.83495077,0.120185048,5.5,258990.9011,124.81,39.64
NLA06608-0727,1,6/23/2007,0.542,1.06,-97.34187361,45.63873346,0.292317302,3.5,338856.5664,559.28,2.35
NLA06608-0731,1,8/7/2007,0.266,0.78,-85.59855169,41.33744108,0.374469912,7,709137.1563,278.33,16.43
NLA06608-0733,1,6/27/2007,0.36,0.25,-115.1266278,37.30165688,1.850144512,1.7,1079643.157,1021.29,4864.31
NLA06608-0734,1,7/24/2007,0.064,0.13,-88.31643187,47.12976263,0.692784569,3.2,755101.0505,189.3,25.99
NLA06608-0738,1,8/16/2007,0.11,1.03,-72.06616228,43.17765587,0.769237037,14,4134369.965,427.87,6.11
NLA06608-0743,1,6/26/2007,0.206,0.82,-93.84703784,45.28365031,0.35363978,8.4,869101.3461,284.76,49.08
NLA06608-0744,1,7/18/2007,0.016,0.02,-96.22952255,37.50728425,0.106921946,3.4,110635.7543,316.02,10.07
NLA06608-0749,1,7/17/2007,0.049,0.03,-77.66963872,38.21777874,0.154487193,2,73615.25396,70.84,120.32
NLA06608-0751,1,7/25/2007,0.078,0.68,-84.60955737,35.09506233,7.446121139,26.4,50095445.99,255.38,1539.07
NLA06608-0753,1,7/19/2007,0.098,0.7,-79.32038612,42.34421131,0.463642091,13.3,1898467.758,397.87,15.18
NLA06608-0754,1,7/2/2007,0.131,1.65,-71.76889368,42.00008215,1.257233774,23.2,9447907.463,178.4,5.39
NLA06608-0755,1,6/20/2007,0.123,0.14,-100.0637661,45.17198582,0.153270774,2.5,105204.2212,599.28,16.27
NLA06608-0756,1,6/25/2007,0.424,0.86,-97.81889401,34.51995909,0.810040588,6.5,1497039.159,329.89,28.03
NLA06608-0759,1,8/7/2007,0.476,0.25,-94.58564751,43.49635854,8.883375176,1,2952177.416,372.25,425.02
NLA06608-0761,1,9/6/2007,0.169,0.54,-74.28597177,40.76263285,0.219616429,5.5,476196.3715,97.81,12.30
NLA06608-0762,1,8/16/2007,0.635,1.13,-100.8270609,47.61486601,0.347821593,3.5,352918.3873,568.2,44.26
NLA06608-0764,1,6/26/2007,0.206,1.01,-101.6522363,41.21443378,2.022270082,10.4,6553017.063,951.6,76366.75
NLA06608-0765,1,6/5/2007,0.014,0.01,-79.05296653,40.16155115,0.181703142,1.5,60228.66577,551.86,25.02
NLA06608-0766,1,7/18/2007,0.388,4.43,-98.58682039,47.07388772,1.80255754,16,11965248.86,436.8,123.49
NLA06608-0769,1,7/24/2007,0.146,0.45,-116.6021502,47.46561683,3.995962506,5.5,7058966.038,648.7,93.83
NLA06608-0770,1,5/8/2007,0.473,0.39,-111.9196013,33.37648429,0.149479799,3,89984.40472,360.29,2.00
NLA06608-0771,1,8/13/2007,1.316,3.67,-93.95778373,46.43678101,0.916387807,4.6,1418812.452,384.85,3.96
NLA06608-0775,1,7/25/2007,0.056,0.1,-99.48680479,31.77844848,0.067135959,4.6,112424.3595,518.27,13.26
NLA06608-0779,1,7/31/2007,0.546,0.35,-97.60321373,43.74155805,0.119784728,1.4,50901.54765,417,1.51
NLA06608-0781,1,7/26/2007,0.116,0.16,-74.78073603,40.95244606,0.227240228,3.5,186875.3496,183.07,8.38
NLA06608-0782,1,7/31/2007,0.182,1.04,-90.74589983,47.97490008,0.059451063,9.5,170343.9064,558.98,0.86
NLA06608-0783,1,8/14/2007,0.354,0.12,-84.32400254,40.38121547,3.27119426,1,711928.3902,291.82,202.07
NLA06608-0785,1,9/12/2007,0.13,0.55,-119.5708717,46.87138943,0.509457104,7.5,1463337.446,210.96,104.79
NLA06608-0792,1,8/16/2007,0.214,0.92,-96.98715489,33.06586113,87.83072277,20,378446021.5,156.97,4301.92
NLA06608-0793,1,6/18/2007,0.092,0.37,-81.09987899,37.62556948,0.885851072,7.6,2159932.786,886.29,17.25
NLA06608-0794,1,6/9/2007,0.077,3.78,-109.8067241,42.94295938,20.45331815,50,291356365.7,2261,258.32
NLA06608-0797,1,6/28/2007,0.074,0.08,-114.854418,39.46727638,0.82688516,1.6,486544.6645,1842,1046.68
NLA06608-0802,1,7/20/2007,0.084,0.13,-71.92427314,42.7054837,0.120793498,2.4,101209.0388,348.79,10.01
NLA06608-0804,1,8/19/2007,0.202,0.34,-87.66339204,37.06496556,0.204158028,4.4,271688.8711,138.38,8.57
NLA06608-0805,1,8/22/2007,0.167,0.44,-73.4471959,41.89706027,0.105917489,5.5,164504.2801,258.17,0.92
NLA06608-0806,1,9/7/2007,0.1,0.32,-72.33303748,44.32604728,0.278275962,5,442974.2358,391.93,14.49
