"Data from Brooks, J. R., et al. (2014). ""Stable Isotope estimates of lake water evaporation:inflow and residence time for lakes across the United States as a tool for national lake water quality assessments."" Limnology and Oceanography 59(6): 2150-2165.",,,,,,,,,,,
SITE_ID,VISIT_NO,DATE_COL,E_I,RT,LON_DD,LAT_DD,LAKEAREA (km2),DEPTHMAX (m),Lake_Vol (m3),ELEV_PT (m),BASINAREA_KM2
NLA06608-0807,1,7/11/2007,0.658,2.35,-97.67084235,45.4544983,0.218271829,6,463066.9157,533.4,0.59
NLA06608-0808,1,9/6/2007,0.402,0.46,-94.20630504,37.80850252,0.117548652,2.8,107102.6824,253.52,0.95
NLA06608-0809,1,7/24/2007,0.324,1.16,-110.0619092,34.27511413,0.61372139,9.8,1310835.041,1906,273.11
NLA06608-0811,1,7/23/2007,0.244,1.2,-84.93075504,41.58503646,0.070923477,9,219625.281,305.54,2.25
NLA06608-0812,1,6/28/2007,0.511,0.93,-90.60093891,31.89213905,0.354987725,5.2,609101.7969,73.51,3.39
NLA06608-0815,1,7/17/2007,0.013,0.01,-84.29700265,32.07003639,0.322688336,2.9,281320.1033,110.89,30.91
NLA06608-0820,1,8/6/2007,0.033,0.01,-85.58909082,36.04195569,0.302184865,1.4,85591.62698,269.03,310.64
NLA06608-0823,1,7/26/2007,0.329,3.98,-92.42758598,45.50212807,2.203464305,18.3,15238666.9,353.94,24.91
NLA06608-0824,1,9/5/2007,0.227,0.81,-96.42019136,36.70285935,3.253715602,11,10044369.71,266.81,121.93
NLA06608-0825,1,9/6/2007,0.171,0.44,-113.5241332,37.65022613,0.314137302,4.3,505206.3635,1654,346.37
NLA06608-0827,1,7/5/2007,0.399,1.42,-105.1124639,39.99512558,0.182456842,5.7,412668.8265,1620.93,0.89
NLA06608-0828,1,7/11/2007,0.404,0.41,-90.35508478,33.14557832,0.774847298,2.6,743742.8531,34.39,7.59
NLA06608-0830,1,8/30/2007,0.565,0.21,-99.4057224,47.3145341,0.448952439,0.6,92019.26599,542.28,26.89
NLA06608-0831,1,7/19/2007,0.007,0.25,-82.68737992,35.06242308,1.838849003,20,13394979.65,380.96,39.09
NLA06608-0833,1,8/7/2007,0.149,0.97,-113.79482,48.90066286,1.053238619,8.5,2539580.434,1482,44.22
NLA06608-0834,1,6/1/2007,0.165,0.9,-111.5104323,33.55658479,3.734887725,24,24020608.73,459,15958.10
NLA06608-0836,1,8/29/2007,0.602,0.8,-109.5195801,35.73708099,1.109901187,2.3,872443.7977,1960.5,23.46
NLA06608-0837,1,7/19/2007,0.216,0.31,-113.9237405,43.32535916,0.812626668,3,642729.1747,1452.11,336.66
NLA06608-0842,1,8/1/2007,0.073,2.04,-109.5385322,44.98259563,0.154375485,26,1274609.121,3139,1.32
NLA06608-0843,1,7/18/2007,0.325,0.46,-87.1410494,33.28828061,0.427393466,3.8,528544.2563,148.45,15.00
NLA06608-0846,1,8/28/2007,0.331,0.62,-89.89123137,45.70558294,17.80118547,4.9,16989023.25,464.14,809.56
NLA06608-0847,1,8/30/2007,0.272,0.31,-84.49692799,40.52821138,51.14443686,2.2,39932182.1,263.19,291.10
NLA06608-0849,1,7/31/2007,0.221,4.54,-124.6325273,48.09040077,30.36176287,43.9,340164309.9,10.11,203.55
NLA06608-0850,1,8/7/2007,0.044,0.7,-111.3907566,40.76400873,4.201827721,23.5,33813046.54,1840,866.43
NLA06608-0851,1,6/5/2007,0.354,0.76,-99.64100853,45.77329011,0.577621722,4.1,729358.3275,562.5,11.11
NLA06608-0856,1,6/19/2007,0.183,0.53,-97.17112636,34.28490489,1.607370051,9.3,4380525.14,245.42,44.79
NLA06608-0857,1,6/22/2007,0.077,0.16,-79.76105079,36.17652473,5.01248966,5.8,7970962.661,218.37,271.59
NLA06608-0859,1,7/5/2007,0.128,0.83,-88.21979209,42.78877715,4.893771604,19,19812846.62,235.53,901.06
NLA06608-0860,1,7/19/2007,0.021,0.06,-91.58457902,41.77555566,12.41453394,9.1,26502188.83,207.23,8067.74
NLA06608-0862,1,8/8/2007,0.574,2.76,-90.20943735,46.13959313,0.174604075,7.3,430014.877,482.22,0.62
NLA06608-0863,1,7/2/2007,0.068,0.19,-81.23795266,40.55157389,6.040491796,6.2,10722771.02,281.89,181.07
NLA06608-0864,1,6/25/2007,0.832,4.03,-102.7554334,38.29933705,3.036463188,11.2,10520984.93,1181.28,7.15
NLA06608-0865,1,9/12/2007,0.338,0.3,-81.90969367,28.0262635,0.097157605,2.9,95101.56517,40.58,0.78
NLA06608-0868,1,8/18/2007,0.24,0.43,-87.85835615,37.61578723,0.347656266,4.3,487197.2305,138.33,2.77
NLA06608-0869,1,8/9/2007,0.07,0.06,-75.02535883,41.41393411,0.291065806,1.6,137461.1108,361.42,16.86
NLA06608-0870,1,8/9/2007,0,0.09,-122.0463775,44.31668637,0.636914944,42.4,8344312.042,795.16,45.69
NLA06608-0871,1,7/12/2007,0.563,0.86,-96.09372175,45.39184932,0.919480939,1.2,844936.9553,327.56,7.57
NLA06608-0872,1,6/21/2007,0.254,0.32,-97.05592896,37.70523851,0.887350165,2.7,883471.9783,385.74,96.47
NLA06608-0873,1,6/20/2007,0.21,0.88,-111.2309008,34.78754469,0.493827628,5.4,1112163.214,2066,34.99
NLA06608-0874,1,8/30/2007,0.04,0.28,-86.02363273,43.49984691,0.230273152,11.8,957857.8885,232.11,17.21
NLA06608-0875,1,9/14/2007,0.629,2.24,-84.93952274,42.42600499,0.457886331,6.3,998733.1275,272.91,2.17
NLA06608-0877,1,9/13/2007,0.365,7.06,-114.7186101,33.39339434,0.550064843,3.7,574714.649,69.11,2.57
NLA06608-0878,1,8/1/2007,0.312,2.79,-95.49202478,46.41279009,2.805232362,15,14717472.97,399.86,81.20
NLA06608-0880,1,7/17/2007,0.49,0.84,-102.1976293,39.61349449,7.406546548,3.1,8383443.829,1119.24,4540.08
NLA06608-0881,1,7/30/2007,0.028,0.3,-118.0456408,44.68029866,9.118175218,11.6,35833704.78,1241.7,406.66
NLA06608-0885,1,7/11/2007,0.215,0.56,-117.4401855,33.74732977,0.267345594,6.5,601853.4316,352.21,86.76
NLA06608-0889,1,7/11/2007,0.055,0.11,-116.5205894,41.21839793,2.333334357,2.8,2309215.754,1645.33,302.14
NLA06608-0890,1,7/30/2007,0.237,1.52,-90.41206384,48.04237609,0.592063823,8.5,1799360.378,523.79,6.02
NLA06608-0891,1,8/18/2007,0.237,0.33,-103.8250886,41.22739765,0.902652545,2.6,743234.3736,1463.67,3109.18
NLA06608-0893,1,6/28/2007,0.001,0.06,-81.16283175,40.4600301,3.862780202,10.5,6969592.358,294.8,125.19
NLA06608-0895,1,7/9/2007,0.394,0.33,-109.3628312,34.36024322,5.29233009,2,2840104.808,1822,1905.86
NLA06608-0899,1,6/20/2007,0.619,0.92,-99.42139052,46.64962378,0.865480116,2.1,712210.3431,551.81,246.96
NLA06608-0900,1,6/18/2007,0.09,0.26,-88.7625553,38.72322531,2.338842349,8.2,5085231.098,155.71,55.59
NLA06608-0904,1,7/31/2007,0.21,0.17,-96.33164966,42.30712511,0.958995218,2.7,526380.2766,324.62,32.66
NLA06608-0905,1,6/21/2007,0.365,3.91,-119.9011897,39.17160197,1.409360139,10.2,5974321.289,2385.72,7.45
NLA06608-0906,1,6/12/2007,0.005,0.85,-110.796597,43.64334502,1.857625724,48,34605065.8,2021.7,39.03
NLA06608-0913,1,9/6/2007,0.368,0.65,-69.22774755,46.36895187,1.043874979,2.8,875909.4051,307.8,38.42
NLA06608-0914,1,8/2/2007,0.276,1.69,-67.69930253,44.7665922,0.834465783,10.7,2670426.311,69.91,3.29
NLA06608-0915,1,8/8/2007,0.517,0.53,-96.23531854,47.5788475,0.042979225,1.7,25234.1405,348.7,12.45
NLA06608-0916,1,8/8/2007,0.045,0.33,-105.1064368,38.79133283,0.102229312,8.7,275460.6744,3147,12.21
NLA06608-0918,1,8/14/2007,0.022,0.27,-70.35478251,45.63536489,2.828829075,22.5,16617320.42,378.84,105.03
NLA06608-0921,1,6/25/2007,0.118,0.27,-78.57809968,35.95443189,6.675551704,7,12173974.28,75.75,1998.35
NLA06608-0922,1,6/8/2007,0.15,3.06,-106.7540577,44.46680722,8.226826629,33.9,93283957.23,1392,154.38
NLA06608-0924,1,8/12/2007,0.248,0.2,-100.5912717,42.53263874,0.130008801,1.4,65020.40918,884.24,4.97
NLA06608-0925,1,10/3/2007,0.163,0.56,-114.4484101,36.11204382,611.3321842,19.5,2534592547,353,419217.20
NLA06608-0926,1,8/6/2007,0.401,6.11,-91.03611959,46.27836202,0.708648489,22,5857682.617,435.99,3.68
NLA06608-0927,1,8/15/2007,0.226,1.15,-109.6839624,40.19262068,4.529226694,3,4822973.063,1463.07,25.46
NLA06608-0929,1,6/16/2007,0.112,0.78,-113.2957121,46.17967552,11.270674,8.8,32658591.15,1944,96.03
NLA06608-0930,1,8/21/2007,0.149,2.61,-71.50524998,43.53424744,16.69501392,39,165124011.1,146.79,1102.05
NLA06608-0933,1,7/31/2007,0.02,0.08,-118.1504274,43.92762751,7.167882587,7.3,17100101.96,1019.15,1156.89
NLA06608-0934,1,8/28/2007,0.297,10.38,-122.0382458,43.73612725,24.43702689,45,351185894.5,1651.51,76.24
NLA06608-0935,1,8/6/2007,0.52,2.53,-93.4604842,44.6510154,0.701298513,8.6,2106453.515,288.05,2.75
NLA06608-0938,1,8/7/2007,0.04,0.37,-86.2884379,43.23106073,18.99633474,19,107720140.9,176.65,6967.62
NLA06608-0940,1,8/17/2007,0.139,0.18,-103.5255076,41.95740591,0.982749484,2.1,764608.0203,1253.35,35.15
NLA06608-0942,1,7/10/2007,0.32,4.56,-94.60247265,47.07143625,1.053593225,23,8139304.285,402.25,17.64
NLA06608-0943,1,9/11/2007,0.055,0.47,-84.26596921,34.80731121,13.41255674,33.8,84441796.47,515.11,600.02
NLA06608-0944,1,6/24/2007,0.301,0.43,-108.0879027,48.20653603,0.607083414,2.8,514459.9951,763.1,45.10
NLA06608-0946,1,8/14/2007,0.281,0.3,-72.19612696,41.83996337,0.440594156,2.1,283411.4153,159.75,4.72
NLA06608-0950,1,8/2/2007,0.229,1.76,-108.1947009,43.16774073,77.64918669,19.8,362959503.3,1441,19953.90
NLA06608-0955,1,6/3/2007,0.05,0.67,-105.2328863,41.17631286,0.681946553,21.4,4288716.359,2196,74.89
NLA06608-0957,1,6/21/2007,0.157,0.51,-80.56008707,39.30139975,0.120803077,7.2,259202.4258,349.82,1.08
NLA06608-0958,1,8/15/2007,0.278,0.96,-93.39164891,47.5916096,1.457551696,6,2657090.02,412.98,46.90
NLA06608-0961,1,7/25/2007,0.142,0.49,-116.6865573,47.48939455,0.919321497,6,1832441.459,647.4,9583.98
NLA06608-0962,1,7/17/2007,0.046,0.9,-111.7317,41.51816888,0.698245993,33,7091182.433,1640,169.31
NLA06608-0967,1,7/30/2007,0.43,0.25,-99.23771294,43.80089109,0.303218765,1.4,119357.1914,467.12,366.80
NLA06608-0968,1,8/1/2007,0.984,0.76,-94.90058432,42.73174291,0.63882523,1.2,312058.7996,390.55,1.96
NLA06608-0970,1,6/10/2007,0.081,3.31,-109.8706018,43.0004446,7.315057636,45,99723740.63,2346,81.39
NLA06608-0971,1,7/26/2007,0.059,0.4,-85.28406916,40.11693151,4.872829591,8.5,16517449.95,292.29,36.46
NLA06608-0972,1,7/9/2007,0.008,0.01,-98.02578504,35.52857379,0.286260243,2,173512.337,418.38,15.43
NLA06608-0974,1,7/16/2007,0.153,1.62,-88.19188615,46.47568516,0.939144489,16,4866765.465,516.99,5.85
NLA06608-0979,1,5/30/2007,0.489,1.62,-103.5206581,43.76802869,0.459592104,7.1,794705.76,1581.8,198.67
NLA06608-0980,1,7/12/2007,0.089,0.08,-88.68475272,37.39564741,0.279480093,2.1,193848.652,111.25,33.18
NLA06608-0982,1,8/14/2007,0.062,0.57,-71.81133018,44.44651471,0.821598953,16.5,3829576.159,312.89,16.73
NLA06608-0984,1,9/26/2007,0.044,0.03,-94.93952456,33.88536118,0.104368743,1.5,60520.50456,113.29,6.27
NLA06608-0986,1,7/18/2007,0.376,0.75,-89.43472797,31.30046077,0.820562952,5.2,1540442.655,89.99,11.45
NLA06608-0987,1,7/30/2007,0.445,2.24,-85.66354429,41.5778835,0.142895454,9.4,462165.8344,275.37,0.69
NLA06608-0989,1,7/31/2007,0.147,0.14,-77.63605473,37.12269729,0.342909904,3,257331.6418,61.6,11.37
NLA06608-0990,1,7/30/2007,0.454,1.38,-94.33981178,46.23667971,1.44047068,5.7,2496808.705,357.17,50.52
NLA06608-0993,1,9/20/2007,0.059,1.57,-74.44475781,44.15403952,0.602346391,34.8,7673285.495,544.95,7.37
NLA06608-0994,1,8/23/2007,0.105,0.34,-72.08861587,43.10063504,3.008289036,7.9,5609974.67,395,74.48
NLA06608-0996,1,6/26/2007,0.367,0.36,-104.8975432,36.47751354,0.132226546,1.5,75417.24673,1945,1.57
NLA06608-0997,1,8/3/2007,0.066,0.55,-73.1843614,43.7347358,0.384579547,13.2,1823370.877,187.88,7.77
NLA06608-1001,1,6/15/2007,0.074,0.06,-80.6282663,34.32056025,0.110899316,2.4,74750.48138,65.79,89.52
NLA06608-1002,1,6/28/2007,0.226,0.26,-109.1837945,47.64355769,0.063595523,2,41704.7644,985.37,9.55
NLA06608-1003,1,7/23/2007,0.299,1.52,-86.21029029,42.08118015,0.817377489,8.2,2700604.739,232.46,1.99
NLA06608-1005,1,7/19/2007,0.106,0.08,-77.88158812,37.95715701,0.065761229,1.5,35137.60437,91.42,8.56
NLA06608-1006,1,6/19/2007,0.706,1.93,-100.0594809,47.23309947,2.304899332,5.5,3508357.66,583.22,62.22
NLA06608-1007,1,8/2/2007,0.145,0.34,-83.77648752,38.93435896,1.265766874,7,2022239.133,295.58,16.53
NLA06608-1008,1,7/12/2007,0.256,3.7,-112.3069538,47.88008342,1.482739359,8.2,4480377.384,1258.03,4.74
NLA06608-1010,1,8/9/2007,0.016,0.24,-73.28915784,41.44985958,3.823324525,16,38565877.24,30.71,3994.25
NLA06608-1012,1,10/17/2007,0.315,0.36,-93.85323148,40.39202891,0.106494952,2.5,85348.86619,270.07,9.04
NLA06608-1014,1,9/13/2007,0.224,2.39,-83.84598941,42.58198097,1.200881001,21.1,7824454.271,291.26,10.77
NLA06608-1015,1,8/14/2007,0.475,0.5,-94.66049019,43.13964644,3.626213352,2.7,2395759.795,372.61,31.70
NLA06608-1016,1,7/23/2007,0.063,0.07,-96.55655629,35.87344908,0.272097894,2.9,277804.2293,265.63,19.62
NLA06608-1018,1,8/2/2007,0.479,0.47,-90.98970016,47.66725682,0.420609615,1.1,196794.787,511.99,1.87
NLA06608-1022,1,7/10/2007,0.814,0.93,-99.05940629,47.13645291,0.140827771,2,91831.4688,570.1,4.66
NLA06608-1024,1,8/7/2007,0.81,1.28,-99.71392205,48.8960231,0.047154969,2.8,37652.18867,625.92,0.24
NLA06608-1034,1,8/16/2007,0.18,0.92,-83.3105724,42.74496123,0.112223888,9,364568.9404,301.57,22.24
NLA06608-1035,1,8/14/2007,0.61,0.95,-94.69023855,43.30580348,0.928149531,2.7,906452.2074,386.6,24.80
NLA06608-1036,1,6/14/2007,0.292,0.55,-95.2899994,39.01484504,0.118442708,4.5,175506.6421,250.08,1.10
NLA06608-1037,1,9/5/2007,0.011,0.03,-74.13720525,40.30650105,2.162564885,8.1,4356202.616,0,127.48
NLA06608-1038,1,8/3/2007,0.251,0.92,-91.60874473,47.76285371,0.751845091,5.5,1382304.645,484.34,10.04
NLA06608-1039,1,8/28/2007,0.69,1.01,-84.47502308,33.29231012,0.168007882,4.6,211729.5828,244,2.67
NLA06608-1041,1,8/16/2007,0.296,3.12,-119.5926045,47.72869709,0.751873962,19.5,5084759.97,559.27,131.04
NLA06608-1044,1,7/10/2007,0.02,0.02,-87.94670174,34.83840643,168.1929547,3.6,171039780.6,126.19,84947.02
NLA06608-1045,1,8/29/2007,0.102,2.19,-77.14037466,42.49353258,45.64910063,49.6,577460330.5,217.44,450.67
NLA06608-1047,1,6/26/2007,0.227,0.89,-94.30727333,31.19359518,456.5068995,17.4,1705502518,49.99,7797.76
NLA06608-1052,1,6/27/2007,0.239,0.81,-99.18240152,39.61456971,19.77978547,7.7,49002872.17,527.53,3602.06
NLA06608-1055,1,7/24/2007,0.34,0.61,-81.46928239,39.92081406,0.103230291,3.8,121583.9979,244.75,0.37
NLA06608-1056,1,9/27/2007,0.238,0.93,-91.45201074,38.08837452,1.149874631,8.4,3311503.32,271.02,39.27
NLA06608-1057,1,8/14/2007,0.018,0.31,-121.094003,47.26690206,18.16322738,20.3,147855049.3,678.81,523.91
NLA06608-1058,1,9/5/2007,0.322,5.15,-122.2142097,42.36491565,4.771466455,16.4,33238334.78,1510.93,100.20
NLA06608-1059,1,7/30/2007,0.151,0.46,-88.41583313,44.00551584,539.8861144,5,986424726.1,227.64,15511.66
NLA06608-1060,1,8/14/2007,0.501,0.35,-88.83968274,37.66794161,0.051543501,1.8,27597.56287,132.18,0.43
NLA06608-1070,1,7/11/2007,0.45,1.24,-97.23731774,46.09726783,2.562104237,4.2,4266199.033,330.05,23.27
NLA06608-1073,1,8/13/2007,0.054,1.66,-117.2723703,45.22936379,0.243012032,29,2323616.463,2393.93,9.59
NLA06608-1075,1,8/27/2007,0.87,1.66,-89.47240376,45.35264891,0.229750308,2.6,222204.2746,467.27,0.86
NLA06608-1083,1,6/29/2007,0.17,0.72,-104.5793379,39.99374059,2.844633033,7.9,7569522.69,1544.86,69.92
NLA06608-1086,1,8/27/2007,0.853,1.12,-100.0458254,47.34437749,0.444142637,2.6,332186.0801,586.23,2.50
NLA06608-1087,1,7/20/2007,0.271,0.31,-82.33960673,35.05636423,0.043931461,2.8,40902.16933,294.39,0.65
NLA06608-1089,1,7/20/2007,0.409,3.41,-114.4032969,47.92615582,6.040886892,12.3,25365694.81,1128.1,77.40
NLA06608-1091,1,7/16/2007,0.575,1.51,-99.56622833,46.64554759,16.23508654,4.3,23622101.17,581.54,1223.15
NLA06608-1096,1,8/2/2007,0.041,0.04,-98.6667271,42.80283231,0.5897622,2.5,384585.7324,458.42,26630.15
NLA06608-1100,1,6/28/2007,0.306,1.12,-94.76922848,39.03618262,0.558672963,8,1610221.371,251,11.62
NLA06608-1101,1,9/9/2007,0.292,0.52,-74.46409963,41.16921419,1.28792843,3.4,1388789.667,360.99,5.82
NLA06608-1102,1,7/16/2007,0.328,3.35,-91.80243774,48.04272711,0.117956182,13.4,616132.2666,422.34,0.44
NLA06608-1103,1,8/28/2007,0.131,0.67,-83.14039964,40.20925528,3.679788005,12,12683639.42,257.81,2540.51
NLA06608-1107,1,8/27/2007,0.638,0.34,-99.03925508,45.8905697,0.589978035,1,184229.0622,615.57,6.92
NLA06608-1108,1,6/21/2007,0.126,0.38,-88.46818961,39.3479549,3.632721174,7.2,7891751.021,192.87,145.15
NLA06608-1111,1,7/10/2007,0.421,0.41,-96.29030059,44.43065201,0.340538121,1.5,199256.5942,521.78,10.49
NLA06608-1113,1,7/16/2007,0.044,0.25,-81.29840323,35.79847217,15.58997979,20.3,67883726.89,283.34,3395.25
NLA06608-1114,1,6/21/2007,0.058,0.29,-88.61259404,30.47158625,0.255655738,5,349012.9395,15,1.00
NLA06608-1115,1,7/30/2007,0.164,0.4,-87.52959736,41.63897307,0.37637865,4.9,622607.5998,177.59,4.72
NLA06608-1119,1,8/30/2007,0.037,0.18,-109.6229151,40.75775549,0.499033387,6.4,889927.7371,2827.96,30.08
NLA06608-1120,1,8/27/2007,0.045,0.11,-90.79086629,37.14689417,6.589323227,8.7,12501142.86,151.74,2336.55
NLA06608-1122,1,7/26/2007,0.102,0.13,-71.89175564,42.25855906,0.043500638,2.6,32149.26868,259.6,11.98
NLA06608-1124,1,7/17/2007,0.214,1.46,-104.6397618,36.60379676,1.223773218,2.7,1141700.995,1873,2.17
NLA06608-1125,1,8/7/2007,0.101,0.43,-73.45450471,41.93751914,0.688083055,7.5,1687001.167,212.17,11.50
NLA06608-1129,1,6/6/2007,0.115,0.69,-111.2044517,34.53807855,1.184056521,19.2,3750530.153,2048,184.21
NLA06608-1130,1,8/21/2007,0.004,0.02,-85.20168529,42.61644253,1.775011901,9.4,4445387.226,241.34,1043.76
NLA06608-1131,1,6/26/2007,0.166,2.26,-85.0498935,41.67158213,2.407806756,25.9,20397956.23,300.35,26.07
NLA06608-1134,1,8/7/2007,0.798,2.86,-95.6552124,46.97285023,7.42958126,5.5,14899081.12,448.36,93.45
NLA06608-1141,1,7/9/2007,0.159,3.5,-118.1208238,34.55063761,0.921620131,7.7,2624620.9,858.99,3.19
NLA06608-1143,1,7/31/2007,0.004,0.01,-92.16793858,45.72351557,0.050872773,1.8,33140.67847,300.59,3.83
NLA06608-1145,1,9/12/2007,0.249,0.54,-75.86456997,40.1114616,0.631960456,4.5,921502.1652,186.74,7.56
NLA06608-1147,1,7/27/2007,0.157,6.23,-104.9010317,40.48406381,0.578471409,9.8,2080211.116,1460.01,0.99
NLA06608-1148,1,7/31/2007,0.763,0.66,-101.8384538,42.14994307,2.019526692,1.4,1065684.945,1140.27,119.86
NLA06608-1150,1,7/19/2007,0.411,0.92,-92.1073,48.1652,0.44463942,5.2,510787.347,377.78,1.99
NLA06608-1151,1,7/17/2007,0.07,0.16,-109.4367421,34.03321325,0.568456927,3.7,598698.7108,2505.8,87.59
NLA06608-1153,1,7/19/2007,0.024,1.4,-113.9310021,48.57775125,27.92637856,49.3,441603491.6,961,447.56
NLA06608-1155,1,7/17/2007,0.867,1.45,-99.63068806,47.07428203,0.129152203,3.2,125270.0916,534.11,0.44
NLA06608-1162,1,9/6/2007,0.215,1.93,-83.92048752,44.43080897,1.055832754,15,5193991.406,273.24,14.00
NLA06608-1163,1,7/2/2007,0.323,2.22,-86.33837152,40.91152674,0.16745379,11.4,744797.9496,241.97,1.74
NLA06608-1164,1,9/11/2007,0.107,0.3,-96.55493352,35.20544322,1.477387512,8.8,3780060.012,262.71,32.75
NLA06608-1166,1,8/14/2007,0.636,8.04,-89.61298609,46.00218518,0.358804714,17.7,2310951.916,502.08,4.94
NLA06608-1167,1,9/20/2007,0.203,2.12,-84.32304093,42.12121846,2.328622654,15.5,11717992.76,294.94,5.92
NLA06608-1170,1,7/18/2007,0.121,2.23,-111.3838226,41.18833129,1.438261351,39,13015421.72,1830,318.67
NLA06608-1172,1,6/27/2007,0.106,0.35,-86.21179967,39.27750349,0.06315549,7.7,147748.6744,249.35,0.59
NLA06608-1174,1,8/15/2007,0.069,1.04,-70.66748588,45.33667139,2.727759227,26,19405251.18,385.45,166.53
NLA06608-1175,1,8/21/2007,0.594,1.12,-94.33240543,45.00157961,4.283024256,3,5078573.301,322.88,46.77
NLA06608-1177,1,6/28/2007,0.023,0.02,-79.04177704,35.03251939,0.173348374,2.7,127953.675,48.24,51.56
NLA06608-1179,1,8/1/2007,0.431,0.32,-88.12382987,42.28383032,0.347829294,1.5,162556.7344,238.86,5.63
NLA06608-1181,1,6/26/2007,0.14,0.08,-78.52879549,35.81387892,0.207553885,1.8,102632.7284,54.74,19.29
NLA06608-1183,1,8/29/2007,0.144,1.7,-110.7617077,40.67877769,0.109589336,12,392157.9849,3277.17,1.23
NLA06608-1185,1,8/16/2007,0.326,0.22,-82.77867302,27.84728979,2.768084358,2.4,2099551.982,1.25,38.79
NLA06608-1189,1,9/21/2007,0.136,0.71,-74.67614714,41.70034673,0.303530954,8,875658.9766,438.73,3.97
NLA06608-1190,1,6/25/2007,0.062,0.17,-123.3000758,44.08794072,32.30277164,5.3,56168409.33,115.1,713.07
NLA06608-1191,1,8/6/2007,0.044,0.03,-97.8223278,30.00789769,0.63030379,2.2,378331.2884,194.9,21.10
NLA06608-1195,1,7/2/2007,0.204,0.88,-86.47388358,41.41506353,1.29117075,8.9,3647393.739,222.37,16.17
NLA06608-1198,1,7/25/2007,0.426,2.5,-95.84076097,46.41917873,0.345398476,10,1179433.385,405.95,3.12
NLA06608-1199,1,8/15/2007,0.102,0.51,-84.96745506,39.60633701,0.727515429,11.7,2499130.83,254.76,50.20
NLA06608-1204,1,8/28/2007,0.161,1.15,-93.11174318,34.44592488,25.06867396,30,156843049.4,118.4,3769.32
NLA06608-1206,1,8/2/2007,0.32,0.47,-86.80571961,46.04071508,0.118227692,2.2,92138.82277,229.44,1.80
NLA06608-1207,1,7/26/2007,0.107,0.51,-92.56439548,45.31578279,0.261330476,7,754185.8065,286.83,15.65
NLA06608-1208,1,7/12/2007,0.346,0.48,-97.16290101,38.75947482,0.128529382,3.2,139927.3313,372.63,7.86
NLA06608-1209,1,8/15/2007,0.07,0.14,-75.52182529,41.09921102,2.086935041,4.5,2229433.456,494.21,197.32
NLA06608-1210,1,8/15/2007,0.875,0.77,-101.5137215,47.86470218,0.524948738,1.4,258337.2422,621.61,65.96
NLA06608-1217,1,7/24/2007,0.119,0.06,-117.3323799,48.27375687,1.945544583,1,591228.9014,619.78,254.02
NLA06608-1219,1,8/20/2007,0.829,0.75,-99.45309149,47.0508466,1.431940326,2.2,749165.2026,530.42,90.22
NLA06608-1220,1,7/11/2007,0.172,0.16,-88.31948013,35.67385009,0.567236102,2.2,435454.2953,131.98,11.47
NLA06608-1222,1,7/31/2007,0.347,1.03,-70.3351834,41.65548495,0.184459989,6.5,341541.0949,9.79,16.05
NLA06608-1223,1,7/24/2007,0.82,0.76,-93.46829619,43.37516208,0.150631031,1.8,87575.04347,380.39,2.26
NLA06608-1224,1,7/12/2007,0.553,1.18,-96.10401913,33.16058732,0.69980567,5.5,1401726.802,155.46,1.39
NLA06608-1227,1,7/3/2007,0.32,1.2,-86.00305553,40.49021653,0.127423131,6.3,265006.2162,253.44,0.19
NLA06608-1232,1,8/22/2007,0.663,2.63,-91.00152146,39.29721636,0.136471544,8.1,403127.9754,206.81,0.58
NLA06608-1236,1,8/16/2007,0.424,0.62,-105.1611962,35.55992713,0.18493556,1.9,157901.9643,1980.04,0.85
NLA06608-1238,1,8/16/2007,0.181,2.46,-70.52697713,44.04280484,5.370270384,18.6,39764654.63,129.68,25.34
NLA06608-1239,1,7/24/2007,0.76,0.91,-94.95289584,45.23854717,0.726804402,3,538594.5759,361.19,3.41
NLA06608-1240,1,7/18/2007,0.13,0.32,-96.50308213,34.52419902,0.38133885,6.7,838918.4213,214.01,30.27
NLA06608-1241,1,6/23/2007,0.099,0.22,-79.31994397,36.11835531,2.805817178,7.5,4906495.523,161.97,175.07
NLA06608-1242,1,7/10/2007,0.593,2.19,-87.97829791,43.80794846,0.211936439,7.1,466098.6194,269.46,2.56
NLA06608-1243,1,8/7/2007,0.072,0.36,-85.4335164,41.49584791,0.862795263,13.4,2817044.313,270.12,348.70
NLA06608-1244,1,8/7/2007,0.629,0.73,-100.4927777,42.56509972,1.588522664,2.1,1166193.106,872.35,42.23
NLA06608-1245,1,6/29/2007,0.344,0.23,-77.102743,34.93328103,3.82939341,1.5,2079101.255,11.04,6.81
NLA06608-1255,1,8/15/2007,0.645,0.45,-98.76204738,45.29000323,0.45736867,1.1,199654.3108,409.3,858.14
NLA06608-1256,1,7/17/2007,0.106,0.15,-96.31123963,38.12541781,0.161022172,4,183087.9791,391.96,12.07
NLA06608-1258,1,8/22/2007,0.471,0.36,-85.47563891,43.15032025,0.300213479,1.5,137974.2279,269.27,1.95
NLA06608-1259,1,6/21/2007,0.005,0.27,-106.250251,41.37196888,0.16540525,9.5,567042.8124,3210.57,2.31
NLA06608-1261,1,6/25/2007,0.272,0.13,-115.1046656,38.38375695,2.762346208,1.1,791203.6045,1570.27,2181.75
NLA06608-1262,1,7/9/2007,0.202,0.37,-94.32426564,46.56718218,2.523000582,4.2,2629976.205,372.34,142.40
